description,price,rating,review_count,url
"SAMSUNG Galaxy S23 Ultra 5G S9180 Dual 512GB 12GB RAM, 200 MP Camera, Factory Unlocked, NGP Wireless Charger Included – Lavender","1,064",4.0 out of 5 stars,113,https://www.amazon.com/SAMSUNG-Factory-Unlocked-Wireless-Included/dp/B0BV7J6F86/ref=sr_1_27?keywords=samsung+phone&qid=1700939591&sr=8-27
"SAMSUNG Galaxy A24 4G LTE (128GB + 4GB) Unlocked Worldwide Latin Version (Only T-Mobile/Mint/Metro USA Market) 6.5"" 50MP Triple Camera + (w/Fast 25w Wall Dual Charger) (Black)",175,4.8 out of 5 stars,9,https://www.amazon.com/SAMSUNG-Unlocked-Worldwide-Version-T-Mobile/dp/B0C27YMDZ3/ref=sr_1_28?keywords=samsung+phone&qid=1700939591&sr=8-28
"SAMSUNG Galaxy A54 5G SM-A546B/DS Dual Hybrid SIM Exyonos 1380 Android Smartphone, 6.4 Inch Dynamic AMOLED Display, 5000 mAh Battery, 256GB/8 GB EU/UK Model International Version (White)",354,4.4 out of 5 stars,216,https://www.amazon.com/SAMSUNG-SM-A546B-Exyonos-Smartphone-International/dp/B0BWS94RRF/ref=sr_1_29?keywords=samsung+phone&qid=1700939591&sr=8-29
"SAMSUNG Galaxy A04 4G LTE (64GB + 4GB) Unlocked Worldwide (Only T-Mobile/Mint/Metro USA Market) 6.5"" 50MP Dual Camera + (w/Fast Car Charger) (White)",103,3.7 out of 5 stars,54,https://www.amazon.com/SAMSUNG-Unlocked-Worldwide-T-Mobile-Charger/dp/B0BV4N3VJZ/ref=sr_1_30?keywords=samsung+phone&qid=1700939591&sr=8-30
"SAMSUNG Galaxy A54 5G + 4G LTE (128GB + 6GB) Unlocked Worldwide Dual Sim (Only T-Mobile/Mint/Metro USA Market) 6.4"" 120Hz 50MP Triple Cam + (15W Wall Charger) (Awesome Lime (SM-A546M))",299,4.2 out of 5 stars,364,https://www.amazon.com/SAMSUNG-A54-Unlocked-Worldwide-T-Mobile/dp/B0BY3G6PLF/ref=sr_1_31?keywords=samsung+phone&qid=1700939591&sr=8-31
"SAMSUNG Galaxy A20 6.4"" 32GB GSM Unlocked 4G LTE Android Smartphone (Black)",154,3.7 out of 5 stars,123,https://www.amazon.com/Samsung-Galaxy-Unlocked-Android-Smartphone/dp/B088YN4RFQ/ref=sr_1_32?keywords=samsung+phone&qid=1700939591&sr=8-32
"SAMSUNG Galaxy S22 Ultra Cell Phone, Factory Unlocked Android Smartphone, 256GB, 8K Camera, Brightest Display Screen, S Pen, Long Battery Life, Fast 4nm Processor, US Version, 2022, Phantom Black",975,4.6 out of 5 stars,"1,613",https://www.amazon.com/SAMSUNG-Smartphone-Unlocked-Brightest-Processor/dp/B09MW19JW2/ref=sr_1_33?keywords=samsung+phone&qid=1700939598&sr=8-33
"Samsung Galaxy A23 (SM-A235M/DS) Dual SIM,128 GB 4GB RAM, Factory Unlocked GSM, International Version - No Warranty - (Black)",269,4.0 out of 5 stars,184,https://www.amazon.com/Samsung-SM-A235M-Factory-Unlocked-International/dp/B09W3YPMQ9/ref=sr_1_34?keywords=samsung+phone&qid=1700939598&sr=8-34
"SAMSUNG Galaxy A14 (SM-A145P/DS) Dual SIM,64GB + 4GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - (Silver)",139,3.7 out of 5 stars,129,https://www.amazon.com/SAMSUNG-SM-A145P-Factory-Unlocked-International/dp/B0BTZ9XHG9/ref=sr_1_35?keywords=samsung+phone&qid=1700939598&sr=8-35
"SAMSUNG Galaxy A24 4G LTE (128GB + 4GB) Unlocked Worldwide Latin Version (Only T-Mobile/Mint/Metro USA Market) 6.5"" 50MP Triple Camera + (w/Fast 25w Wall Dual Charger) (Silver)",178,4.3 out of 5 stars,93,https://www.amazon.com/SAMSUNG-Unlocked-Worldwide-Version-T-Mobile/dp/B0C3RZZZG5/ref=sr_1_36?keywords=samsung+phone&qid=1700939598&sr=8-36
"SAMSUNG Galaxy A54 5G + 4G LTE (256GB + 8GB) Unlocked Worldwide Dual Sim 6.4"" 120Hz 50MP Triple Cam - (Green)",339,3.9 out of 5 stars,213,https://www.amazon.com/SAMSUNG-Galaxy-Unlocked-Worldwide-Triple/dp/B0C2GJRNLG/ref=sr_1_37?keywords=samsung+phone&qid=1700939598&sr=8-37
"SAMSUNG Galaxy Watch 6 40mm Bluetooth Smartwatch, Fitness Tracker, Personalized HR Zones, Advanced Sleep Coaching, Heart Monitor, BIA Sensor for Health Wellness Insights, Big Screen, US Version, Gold",228,4.4 out of 5 stars,155,https://www.amazon.com/SAMSUNG-Bluetooth-Smartwatch-Personalized-Advanced/dp/B0C78ZR22C/ref=sr_1_38?keywords=samsung+phone&qid=1700939598&sr=8-38
"SAMSUNG Galaxy A14 (SM-A145P/DS) Dual SIM,64GB + 4GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - (Green)",142,3.7 out of 5 stars,129,https://www.amazon.com/SAMSUNG-SM-A145P-Factory-Unlocked-International/dp/B0BTZ9DC88/ref=sr_1_39?keywords=samsung+phone&qid=1700939598&sr=8-39
"SAMSUNG Electronics Galaxy A03 Cell Phone, Factory GSM Unlocked Android Smartphone, 32GB, Long Lasting Battery, International Version (Black)",125,4.0 out of 5 stars,253,https://www.amazon.com/Samsung-Electronics-Unlocked-Smartphone-International/dp/B09TWW6K4K/ref=sr_1_40?keywords=samsung+phone&qid=1700939598&sr=8-40
"SAMSUNG Galaxy A04 (SM-A045F/DS) Dual SIM,32GB + 3GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - (White)",95,3.7 out of 5 stars,14,https://www.amazon.com/SAMSUNG-SM-A045F-Factory-Unlocked-International/dp/B0BH4HDWL7/ref=sr_1_41?keywords=samsung+phone&qid=1700939598&sr=8-41
Google Pixel 7a - Unlocked Android Cell Phone - Smartphone with Wide Angle Lens and 24-Hour Battery - 128 GB -  Sea,374,4.2 out of 5 stars,875,https://www.amazon.com/Google-Pixel-7a-Unlocked-Smartphone/dp/B0BZ9T8R41/ref=sr_1_42?keywords=samsung+phone&qid=1700939598&sr=8-42
"SAMSUNG Galaxy S20 Ultra 5G (128GB, 12GB) 6.9"" AMOLED 2X, Snapdragon 865, 108MP Quad Camera, Volte Fully Unlocked (AT&T, T-Mobile, Verizon, Global) G988U1 US Model (w/Fast Wireless Charger, Black)",555,4.2 out of 5 stars,41,https://www.amazon.com/Snapdragon-Unlocked-Warranty-T-Mobile-Wireless/dp/B09X8556SL/ref=sr_1_43?keywords=samsung+phone&qid=1700939598&sr=8-43
"SAMSUNG Galaxy S23 Ultra 5G (SM-S918B/DS) Dual SIM 256GB 8GB RAM, GSM Factory Unlocked Mobile Cell Phone Global Model - Phantom Black",892,4.5 out of 5 stars,347,https://www.amazon.com/Samsung-SM-S918B-DS-Unlocked-International/dp/B0BV19GMG1/ref=sr_1_44?keywords=samsung+phone&qid=1700939598&sr=8-44
"Samsung Galaxy S10+ Plus G975U, 4G LTE, US Version, 128GB, 8GB, White - Unlocked",273,4.3 out of 5 stars,366,https://www.amazon.com/Galaxy-S10-Unlocked-T-Mobile-Warranty/dp/B0849YQDP1/ref=sr_1_45?keywords=samsung+phone&qid=1700939598&sr=8-45
"SAMSUNG Galaxy A34 5G + 4G LTE (256GB + 8GB) Unlocked Worldwide (Only T-Mobile/Mint/Metro USA Market) 6.6"" 120Hz 48MP Triple Camera + (25W Wall Charger) (Awesome Graphite (SM-A346M/DSN))",279,4.5 out of 5 stars,"1,156",https://www.amazon.com/SAMSUNG-Unlocked-Worldwide-T-Mobile-Graphite/dp/B0BWS9YGRL/ref=sr_1_46?keywords=samsung+phone&qid=1700939598&sr=8-46
"Samsung Galaxy Cellphone - S10e - AT&T Factory Unlock (Black, 256GB)",274,4.1 out of 5 stars,165,https://www.amazon.com/Samsung-Galaxy-Cellphone-Factory-Unlock/dp/B07P141TBG/ref=sr_1_47?keywords=samsung+phone&qid=1700939598&sr=8-47
"SAMSUNG Galaxy S20+ Plus 5G Factory Unlocked Android Cell Phone SM-G986U US Version | 128GB | Fingerprint ID & Facial Recognition | Long-Lasting Battery (Cosmic Black, 128GB)",413,4.0 out of 5 stars,26,https://www.amazon.com/Samsung-SM-G986U-Fingerprint-Recognition-Long-Lasting/dp/B08FRS3R32/ref=sr_1_48?keywords=samsung+phone&qid=1700939598&sr=8-48
"SAMSUNG Galaxy Note 10 (256GB, 8GB) 6.3"" AMOLED, IP68 Water Resistant, Snapdragon 855, 4G LTE Fully Unlocked (T-Mobile, Verizon, Global) N970U (US Model w/ 256GB SD, Aura Black)",319,3.6 out of 5 stars,8,https://www.amazon.com/SAMSUNG-Resistant-Snapdragon-Unlocked-T-Mobile/dp/B0BGSZWZ8L/ref=sr_1_49?keywords=samsung+phone&qid=1700939603&sr=8-49
"Samsung Galaxy A12 (32GB, 3GB) 6.5"" HD+, Android 11, 5000mAh Battery, 4G Volte T-Mobile Unlocked A125U (w/ 64GB SD, Black)",129,4.0 out of 5 stars,29,https://www.amazon.com/Samsung-Android-5000mAh-T-Mobile-Unlocked/dp/B09SRNQ9QG/ref=sr_1_50?keywords=samsung+phone&qid=1700939603&sr=8-50
"SAMSUNG Galaxy A14 (SM-A145F/DS) Dual SIM,128GB + 4GB, Factory Unlocked GSM, International Version (Ring Grip Case Bundle) - No Warranty - (Black)",149,4.0 out of 5 stars,22,https://www.amazon.com/SAMSUNG-SM-A145F-Factory-Unlocked-International/dp/B0C1ZZRZH6/ref=sr_1_51?keywords=samsung+phone&qid=1700939603&sr=8-51
"SAMSUNG Galaxy A54 5G + 4G LTE (128GB + 8GB) Unlocked Dual Sim (Only T-Mobile/Mint/Metro USA Market) 1 Year Latin America 6.4"" 120Hz 50MP Triple Cam (Awesome Graphite SM-A546E/DS)",299,4.2 out of 5 stars,35,https://www.amazon.com/SAMSUNG-Unlocked-T-Mobile-Graphite-SM-A546E/dp/B0C3JX1BPT/ref=sr_1_52?keywords=samsung+phone&qid=1700939603&sr=8-52
"Samsung Galaxy A04e 4G LTE 32GB+3GB Latin Specs (Only Tmobile/Metro/Mint US Market) 6.5"" Dual Sim 13MP Dual Camera SM-A042M/DS + (W/Fast Car Chager Bundle) (Light Blue)",94,3.9 out of 5 stars,18,https://www.amazon.com/Samsung-Galaxy-Tmobile-Market-SM-A042M/dp/B0BMQW9G1V/ref=sr_1_53?keywords=samsung+phone&qid=1700939603&sr=8-53
"SAMSUNG Galaxy S23+ 5G SM-S916B/DS 512GB 8GB RAM, 50 MP Camera, Factory Unlocked – Phantom Black",809,3.0 out of 5 stars,6,https://www.amazon.com/SAMSUNG-Galaxy-SM-S916B-Factory-Unlocked/dp/B0BSLBWK9J/ref=sr_1_54?keywords=samsung+phone&qid=1700939603&sr=8-54
"SAMSUNG Galaxy S22+ Plus 5G (128GB, 8GB) 6.6"" AMOLED, 50MP 4K Camera, Volte (Fully Unlocked for AT&T, Verizon, T-Mobile, Global) S906U1 US Warranty (w/ 25W Super Fast Charge Cube, Phantom Black)",559,5.0 out of 5 stars,2,https://www.amazon.com/SAMSUNG-Unlocked-Verizon-T-Mobile-Phantom/dp/B0BLQ7CJD4/ref=sr_1_55?keywords=samsung+phone&qid=1700939603&sr=8-55
"Motorola Moto G Power 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MP Camera | Bright White, 163.06 x 74.8 x 8.45mm",199,4.3 out of 5 stars,"1,944",https://www.amazon.com/Motorola-Unlocked-Camera-Bright-163-06/dp/B0BYL2G3SP/ref=sr_1_56?keywords=samsung+phone&qid=1700939603&sr=8-56
"SAMSUNG Galaxy A24 (SM-A245M/DS) Dual SIM,128GB + 4GB, Factory Unlocked GSM, International Version (Ring Grip Case Bundle) - No Warranty - (Silver)",189,4.3 out of 5 stars,19,https://www.amazon.com/SAMSUNG-SM-A245M-DS-Unlocked-International/dp/B0C78FHWL9/ref=sr_1_57?keywords=samsung+phone&qid=1700939603&sr=8-57
SAMSUNG Galaxy S9+ Factory Unlocked Smartphone 64GB - Coral Blue - US Version [SM-G965UZBAXAA],322,4.4 out of 5 stars,"8,510",https://www.amazon.com/Samsung-Galaxy-S9-Unlocked-Smartphone/dp/B079JLWJK1/ref=sr_1_59?keywords=samsung+phone&qid=1700939603&sr=8-59
"SAMSUNG Galaxy S10+ Plus (512GB, 8GB) 6.4"" AMOLED, Snapdragon 855, 4G LTE (US Model Fully Unlocked for T-Mobile, AT&T, Verizon, Global) G975U1 (w/Fast Wireless Charger, Black)",287,1.0 out of 5 stars,2,https://www.amazon.com/SAMSUNG-Snapdragon-Unlocked-T-Mobile-Wireless/dp/B0CKG6TQGV/ref=sr_1_61?keywords=samsung+phone&qid=1700939603&sr=8-61
"SAMSUNG Galaxy A54 5G + 4G LTE (128GB + 8GB) Unlocked Dual Sim (Only T-Mobile/Mint/Metro USA Market) 1 Year Latin America 6.4"" 120Hz 50MP Triple Cam + (25W Charger) (Awesome Violet (SM-A546M))",307,4.4 out of 5 stars,"1,244",https://www.amazon.com/SAMSUNG-Unlocked-T-Mobile-America-SM-A546M/dp/B0BYMQ53WR/ref=sr_1_62?keywords=samsung+phone&qid=1700939603&sr=8-62
Samsung Galaxy A03 Core A032M Dual SIM GSM Unlocked Android Smartphone (Latin America Variant/US Compatible LTE) - Black,88,4.2 out of 5 stars,63,https://www.amazon.com/Samsung-A032M-Unlocked-Smartphone-Compatible/dp/B09X8WR3TX/ref=sr_1_64?keywords=samsung+phone&qid=1700939603&sr=8-64
"SAMSUNG Galaxy A14 (SM-A145P/DS) Dual SIM,128GB + 4GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - (Silver)",145,4.2 out of 5 stars,37,https://www.amazon.com/SAMSUNG-SM-A145P-Factory-Unlocked-International/dp/B0BTZ7R46V/ref=sr_1_65?keywords=samsung+phone&qid=1700939609&sr=8-65
"TracFone Samsung Galaxy A54 5G, 128GB, Black – Prepaid Smartphone (Locked)",299,5.0 out of 5 stars,5,https://www.amazon.com/TracFone-Samsung-Galaxy-128GB-Black/dp/B0CCT2734Q/ref=sr_1_66?keywords=samsung+phone&qid=1700939609&sr=8-66
"SAMSUNG Galaxy Note 10+ Plus (256GB, 12GB) 6.8"" QHD+ AMOLED, Snapdragon 855, 4300mAh Battery, 4G LTE Fully Unlocked (T-Mobile, Verizon, Global) N975U1 US Model (w/Wireless Charger Pad, Aura Black)",394,4.3 out of 5 stars,252,https://www.amazon.com/SAMSUNG-Snapdragon-Unlocked-T-Mobile-Wireless/dp/B0BJ16M98N/ref=sr_1_67?keywords=samsung+phone&qid=1700939609&sr=8-67
"SAMSUNG Galaxy A04S 4G LTE (64GB + 4GB) Unlocked Worldwide (Only T-Mobile/Mint/Metro USA Market) 6.5"" 50MP Triple Camera + (w/Fast Car Charger) (White)",119,4.1 out of 5 stars,17,https://www.amazon.com/SAMSUNG-Unlocked-Worldwide-T-Mobile-Charger/dp/B0BTDWM626/ref=sr_1_68?keywords=samsung+phone&qid=1700939609&sr=8-68
"SAMSUNG Galaxy XCover6 Pro 5G | Rugged (IP68 Rated) Unlocked (Verizon, AT&T, T-Mobile, US Cellular) | Dual Sim (1 Nano + 1 eSIM) | 128GB | US Version (2022 Model) | Black (SM-G736UZKEXAA)",599,4.0 out of 5 stars,93,https://www.amazon.com/SAMSUNG-Unlocked-T-Mobile-Cellular-SM-G736UZKEXAA/dp/B0BDBSBBDX/ref=sr_1_69?keywords=samsung+phone&qid=1700939609&sr=8-69
Samsung Galaxy S10+ Factory Unlocked Android Cell Phone | US Version | 1TB of Storage | Fingerprint ID and Facial Recognition | Long-Lasting Battery | Ceramic White,449,4.0 out of 5 stars,67,https://www.amazon.com/Samsung-Factory-Unlocked-Warranty-Ceramic/dp/B07N6XD9KV/ref=sr_1_70?keywords=samsung+phone&qid=1700939609&sr=8-70
"SAMSUNG Galaxy S23 Ultra 5G SM-S918B/DS 256GB 12GB RAM, 200 MP Camera, Factory Unlocked, NGP Wireless Charger Included – Green",959,4.3 out of 5 stars,46,https://www.amazon.com/SAMSUNG-SM-S918B-Unlocked-Wireless-Included/dp/B0BSLF1ZN4/ref=sr_1_71?keywords=samsung+phone&qid=1700939609&sr=8-71
"SAMSUNG Galaxy A13 5G (64GB, 4GB) 6.5"" HD+, 50MP Triple Camera, 5000mAh Battery, 5G / 4G Volte (US Model Fully Unlocked for Verizon, AT&T, T-Mobile, Global) A136U1 (w/ 256GB SD, Black)",179,3.5 out of 5 stars,6,https://www.amazon.com/SAMSUNG-5000mAh-Battery-Unlocked-T-Mobile/dp/B0CH1WKC5N/ref=sr_1_72?keywords=samsung+phone&qid=1700939609&sr=8-72
"SAMSUNG Galaxy A24 Dual SIM (128GB, 4GB) 6.5"" 90Hz AMOLED, Octa-Core (6nm), 50MP Triple Camera, 4G Volte (GSM Unlocked for T-Mobile, Metro, Global) International Model A245M/DSN (w/ 256GB SD, Silver)",189,4.1 out of 5 stars,16,https://www.amazon.com/SAMSUNG-Octa-Core-Unlocked-T-Mobile-International/dp/B0C6NCFPKN/ref=sr_1_73?keywords=samsung+phone&qid=1700939609&sr=8-73
SAMSUNG Galaxy A50 A505G 64GB Duos GSM Unlocked Phone w/Triple 25MP Camera - Black,299,4.2 out of 5 stars,"1,677",https://www.amazon.com/Samsung-A50-SM-A505G-Unlocked-International/dp/B07PV68K73/ref=sr_1_74?keywords=samsung+phone&qid=1700939609&sr=8-74
"SAMSUNG Galaxy S23 Ultra 5G SM-S918B/DS 256GB 12GB RAM, 200 MP Camera, Factory Unlocked, NGP Wireless Charger Included – Phantom Black",965,4.2 out of 5 stars,108,https://www.amazon.com/SAMSUNG-SM-S918B-Unlocked-Wireless-Included/dp/B0BSLBMCB2/ref=sr_1_75?keywords=samsung+phone&qid=1700939609&sr=8-75
Samsung Galaxy A10e 32GB A102U GSM/CDMA Unlocked Phone - Black,169,4.3 out of 5 stars,"2,737",https://www.amazon.com/Samsung-Galaxy-A102U-Unlocked-Phone/dp/B07VXC97KS/ref=sr_1_76?keywords=samsung+phone&qid=1700939609&sr=8-76
"SAMSUNG Galaxy S23 Ultra 5G SM-S918B/DS 512GB 12GB RAM, 200 MP Camera, Factory Unlocked, NGP Wireless Charger Included – Phantom Black (SM-S918BZKQXSP)","1,069",4.4 out of 5 stars,92,https://www.amazon.com/SAMSUNG-SM-S918B-Unlocked-Wireless-Included/dp/B0BTM8NNCS/ref=sr_1_79?keywords=samsung+phone&qid=1700939609&sr=8-79
"Samsung Galaxy S10+ Plus (128GB, 8GB) 6.4"" AMOLED, Snapdragon 855, IP68 Water Resistant, Global 4G LTE (GSM + CDMA) T-Mobile Unlocked (AT&T, Verizon, Sprint, Metro) G975U (Prism Black)",295,4.2 out of 5 stars,206,https://www.amazon.com/Samsung-Snapdragon-Resistant-T-Mobile-Unlocked/dp/B08G5D9N9P/ref=sr_1_80?keywords=samsung+phone&qid=1700939609&sr=8-80
Samsung Galaxy S7 32GB Gold - Locked to Verizon Wireless,229,4.8 out of 5 stars,4,https://www.amazon.com/Samsung-Galaxy-S7-32GB-Gold/dp/B07JBKVPNH/ref=sr_1_82?keywords=samsung+phone&qid=1700939613&sr=8-82
"Boost Mobile Samsung A03, 32GB, Black - VIPRB-SPHA037UANBRB 4G LTE Prepaid Smartphone - Carrier Locked to",99,,,https://www.amazon.com/Boost-Mobile-Samsung-Black-VIPRB-SPHA037UANBRB/dp/B0CK55MHN8/ref=sr_1_83?keywords=samsung+phone&qid=1700939613&sr=8-83
Bold N3 | 2023 | 5G | 3-Day Battery | Unlocked | 6.78” FHD+3D AMOLED Display | 256/8GB | Triple AI 50MP | NFC Capable | US Version | US Warranty | Sage Green,249,4.0 out of 5 stars,82,https://www.amazon.com/Battery-Unlocked-Display-Capable-Warranty/dp/B0CGY2KM7S/ref=sr_1_84?keywords=samsung+phone&qid=1700939613&sr=8-84
"SAMSUNG Galaxy A13 LTE Cell Phone, Factory Unlocked Android Smartphone, 32GB, Multi Lens Camera, Infinity-V HD+ Display Screen, Long Battery Life, Expandable Storage, US Version, Black",166,4.2 out of 5 stars,317,https://www.amazon.com/SAMSUNG-Unlocked-Smartphone-Infinity-V-Expandable/dp/B09V87YTC9/ref=sr_1_85?keywords=samsung+phone&qid=1700939613&sr=8-85
"Total by Verizon Samsung Galaxy A54 5G, 128GB, Black – Prepaid Smartphone (Locked)",279,3.5 out of 5 stars,3,https://www.amazon.com/Total-Verizon-Samsung-Galaxy-128GB/dp/B0CCT1T3TV/ref=sr_1_86?keywords=samsung+phone&qid=1700939613&sr=8-86
"TCL 30 SE 6.52"" Unlocked Cell Phone, 4+64GB Android Phone GSM Unlocked Smartphone with 50MP Camera, 5000mAh, Single SIM, US Version, Atlantic Blue, Not Support Verizon/Boost/5G",90,4.1 out of 5 stars,"2,156",https://www.amazon.com/TCL-Unlocked-Smartphone-Atlantic-Compatible/dp/B09XV8SCMP/ref=sr_1_90?keywords=samsung+phone&qid=1700939613&sr=8-90
"SAMSUNG Galaxy S10+ Plus (128GB, 8GB) 6.4"" AMOLED, Snapdragon 855, IP68 Water Resistant, 4G LTE (Fully Unlocked US Model for T-Mobile, AT&T, Verizon, Global) G975U1 (Wireless Charger Bundle, Black)",386,5.0 out of 5 stars,11,https://www.amazon.com/Snapdragon-Resistant-Unlocked-T-Mobile-Wireless/dp/B08GYJM5WW/ref=sr_1_92?keywords=samsung+phone&qid=1700939613&sr=8-92
"SAMSUNG Galaxy S23 Fan Edition(FE) 5G (SM-S711B/DS) Dual SIM,256GB + 8GB, Factory Unlocked, International Version - No Warranty - (Cream)",562,,,https://www.amazon.com/SAMSUNG-SM-S711B-DS-Unlocked-International/dp/B0CLHJGCHW/ref=sr_1_93?keywords=samsung+phone&qid=1700939613&sr=8-93
SAMSUNG Galaxy S9 G960U 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera - Midnight Black,224,3.9 out of 5 stars,70,https://www.amazon.com/Samsung-Galaxy-G960U-Unlocked-Camera/dp/B07QH32PCY/ref=sr_1_94?keywords=samsung+phone&qid=1700939613&sr=8-94
"SAMSUNG Galaxy Z Flip 5 F731B Foldable Design, 5G Dual 512GB 8GB RAM Factory Unlocked for Any Carrier, GSM Global Model, Mobile Cell Phone – Graphite",850,3.9 out of 5 stars,16,https://www.amazon.com/SAMSUNG-Foldable-Factory-Unlocked-Carrier/dp/B0C89RSBJM/ref=sr_1_95?keywords=samsung+phone&qid=1700939613&sr=8-95
"SAMSUNG Galaxy A14 5G (SM-A146M/DS) Dual SIM,128GB + 4GB, Factory Unlocked GSM, International Version (Ring Grip Case Bundle) - No Warranty - (Silver)",175,3.5 out of 5 stars,7,https://www.amazon.com/SAMSUNG-SM-A146M-DS-Unlocked-International/dp/B0C9JWZV7J/ref=sr_1_96?keywords=samsung+phone&qid=1700939613&sr=8-96
"SAMSUNG Galaxy A34 5G + 4G LTE Latin American Version (256GB + 8GB) Unlocked Worldwide (Only T-Mobile/Mint/Metro USA Market) 6.6"" 120Hz 48MP Triple Camera - (Silver)",266,4.4 out of 5 stars,119,https://www.amazon.com/SAMSUNG-A34-American-Unlocked-Worldwide/dp/B0C2JPWX94/ref=sr_1_97?keywords=samsung+phone&qid=1700939617&sr=8-97
"SAMSUNG Galaxy A34 5G Dual SIM (128GB, 6GB) 6.6"" 120Hz AMOLED, Octa-Core, 48MP Triple Camera, 4G Volte (GSM Unlocked for T-Mobile, Metro, Global) International Model A346M/DSN (w/ 256GB SD, Graphite)",249,3.4 out of 5 stars,4,https://www.amazon.com/SAMSUNG-Octa-Core-Unlocked-T-Mobile-International/dp/B0C6FV7KWS/ref=sr_1_98?keywords=samsung+phone&qid=1700939617&sr=8-98
